age,attrition,dept,education,gender,job_role,isMarried,monthly_income,companies_worked,OverTime,working_years,year_at_company,years_in_current_pos,last_year_promoted,years_with_current_manager
42,No,Research & Development,3,Male,Healthcare Representative,Married,5538,5,No,10,0,0,0,0
35,No,Research & Development,2,Male,Manufacturing Director,Divorced,5762,2,No,15,7,7,1,7
38,No,Human Resources,3,Male,Human Resources,Divorced,2592,5,No,13,11,10,3,8
34,Yes,Research & Development,4,Male,Laboratory Technician,Married,5346,4,No,11,7,1,0,7
37,Yes,Research & Development,4,Male,Manufacturing Director,Single,4213,1,No,10,10,3,0,8
39,No,Sales,3,Male,Sales Executive,Divorced,4127,2,No,7,2,1,2,2
43,No,Research & Development,3,Male,Research Scientist,Single,2438,4,No,7,3,2,1,2
41,No,Research & Development,3,Male,Healthcare Representative,Single,6870,3,No,11,3,2,1,2
41,No,Sales,1,Female,Sales Executive,Divorced,10447,0,Yes,23,22,14,13,5
30,No,Research & Development,3,Female,Manufacturing Director,Single,9667,9,No,9,7,7,0,2
26,Yes,Human Resources,2,Female,Human Resources,Married,2148,0,Yes,6,5,1,1,4
46,Yes,Research & Development,2,Female,Healthcare Representative,Married,8926,4,No,13,9,7,3,7
40,No,Research & Development,3,Female,Healthcare Representative,Divorced,6513,4,No,12,5,3,0,3
34,No,Sales,2,Male,Sales Executive,Married,6799,1,No,10,10,8,4,8
58,No,Sales,3,Male,Manager,Divorced,16291,4,No,37,16,9,14,14
35,No,Research & Development,4,Male,Laboratory Technician,Married,2705,0,No,6,5,4,0,3
47,No,Research & Development,3,Female,Manufacturing Director,Divorced,10333,8,Yes,28,22,11,14,10
40,No,Research & Development,3,Female,Healthcare Representative,Divorced,4448,2,No,15,7,4,7,7
54,No,Research & Development,4,Female,Research Scientist,Married,6854,4,No,14,7,1,1,7
31,No,Sales,4,Female,Sales Executive,Married,9637,2,No,9,3,2,2,2
28,No,Research & Development,3,Female,Research Scientist,Married,3591,1,No,3,3,2,1,2
38,No,Sales,4,Female,Sales Representative,Married,5405,2,Yes,20,4,2,0,3
26,No,Sales,3,Male,Sales Executive,Single,4684,1,No,5,5,3,1,2
58,No,Research & Development,4,Male,Research Director,Married,15787,2,Yes,23,2,2,2,2
18,No,Research & Development,3,Female,Research Scientist,Single,1514,1,No,0,0,0,0,0
31,Yes,Human Resources,5,Male,Human Resources,Married,2956,0,No,2,1,0,0,0
29,Yes,Human Resources,3,Male,Human Resources,Divorced,2335,4,Yes,4,2,2,2,0
45,No,Sales,4,Female,Sales Executive,Married,5154,4,No,10,8,7,5,7
36,No,Research & Development,4,Female,Research Scientist,Married,6962,4,Yes,15,1,0,0,0
43,No,Sales,4,Male,Sales Executive,Married,5675,1,No,7,7,7,7,7
27,No,Research & Development,2,Female,Laboratory Technician,Single,2379,0,Yes,6,5,4,0,2
29,No,Research & Development,1,Male,Laboratory Technician,Married,3812,1,No,11,11,8,3,10
32,No,Sales,4,Male,Sales Executive,Single,4648,8,No,4,0,0,0,0
42,No,Research & Development,4,Male,Research Scientist,Married,2936,3,No,10,6,3,3,3
47,No,Research & Development,4,Female,Laboratory Technician,Single,2105,4,No,7,2,2,2,0
46,No,Research & Development,2,Male,Manufacturing Director,Divorced,8578,3,No,12,9,8,4,7
28,No,Human Resources,2,Male,Human Resources,Divorced,2706,1,No,3,3,2,2,2
29,No,Research & Development,1,Male,Healthcare Representative,Divorced,6384,8,No,11,7,0,1,6
42,No,Research & Development,3,Male,Laboratory Technician,Single,3968,4,No,8,0,0,0,0
32,Yes,Sales,4,Male,Sales Executive,Single,9907,7,Yes,7,2,2,2,2
46,No,Sales,3,Female,Sales Executive,Divorced,13225,2,No,25,19,17,2,8
27,No,Sales,1,Female,Sales Representative,Married,3540,1,No,9,9,8,5,8
29,No,Human Resources,1,Male,Human Resources,Married,2804,1,No,1,1,0,0,0
43,No,Research & Development,3,Female,Manager,Married,19392,7,No,21,16,12,6,14
48,No,Research & Development,3,Male,Research Director,Married,19665,4,No,29,22,10,12,9
29,Yes,Research & Development,2,Male,Research Scientist,Single,2439,1,Yes,1,1,0,1,0
46,Yes,Sales,3,Female,Sales Executive,Married,7314,5,No,14,8,7,0,7
27,No,Research & Development,3,Female,Research Scientist,Married,4774,0,No,8,7,6,7,3
39,No,Research & Development,4,Male,Research Scientist,Divorced,3902,8,No,7,2,2,2,2
55,No,Research & Development,4,Male,Research Scientist,Married,2662,8,No,19,5,2,0,4
28,No,Sales,3,Female,Sales Representative,Married,2856,1,No,1,1,0,0,0
30,Yes,Sales,3,Male,Sales Representative,Single,1081,1,No,1,1,0,0,0
22,Yes,Research & Development,1,Male,Research Scientist,Single,2472,1,Yes,1,1,0,0,0
36,No,Sales,4,Female,Sales Executive,Married,5673,1,Yes,10,10,9,1,7
31,No,Research & Development,3,Male,Laboratory Technician,Divorced,4197,1,No,10,10,8,0,2
34,No,Sales,3,Male,Sales Executive,Married,9713,2,Yes,9,5,3,1,0
29,No,Research & Development,3,Male,Laboratory Technician,Single,2062,3,No,11,3,2,1,2
37,No,Research & Development,4,Male,Research Scientist,Married,4284,5,Yes,16,5,3,0,4
35,No,Research & Development,2,Female,Manufacturing Director,Married,4788,0,Yes,4,3,2,0,2
45,No,Research & Development,2,Female,Manufacturing Director,Married,5906,0,No,10,9,8,3,8
36,No,Human Resources,1,Male,Human Resources,Single,3886,1,No,10,10,1,0,8
40,No,Research & Development,4,Male,Manager,Divorced,16823,2,No,22,19,7,11,16
26,No,Research & Development,2,Female,Research Scientist,Married,2933,1,Yes,1,1,0,1,0
27,No,Sales,2,Female,Sales Executive,Single,6500,0,No,9,8,7,0,7
48,No,Research & Development,3,Female,Manager,Divorced,17174,3,No,24,22,17,4,7
44,No,Research & Development,4,Male,Healthcare Representative,Married,5033,2,No,10,2,0,2,2
34,Yes,Research & Development,4,Male,Research Scientist,Married,2307,1,Yes,5,5,2,3,0
56,Yes,Research & Development,2,Male,Laboratory Technician,Single,2587,1,No,5,4,2,1,0
36,No,Sales,2,Male,Sales Executive,Married,5507,2,No,12,4,2,1,3
41,No,Sales,3,Female,Sales Executive,Married,4393,5,No,14,5,4,1,4
42,No,Research & Development,3,Male,Research Director,Married,13348,9,No,18,13,7,5,7
31,No,Sales,2,Female,Sales Executive,Divorced,6583,2,Yes,8,5,2,1,4
34,No,Sales,1,Female,Sales Executive,Married,8103,3,Yes,9,4,2,0,1
31,No,Research & Development,3,Female,Laboratory Technician,Divorced,3978,8,No,4,2,2,2,2
26,No,Research & Development,3,Male,Laboratory Technician,Married,2544,0,No,8,7,7,7,7
45,No,Research & Development,4,Male,Healthcare Representative,Single,5399,4,No,12,4,2,0,3
33,No,Sales,4,Male,Sales Executive,Single,5487,1,No,10,10,4,0,9
28,No,Sales,2,Male,Sales Executive,Married,6834,1,Yes,7,7,7,0,7
29,Yes,Sales,3,Male,Sales Representative,Single,1091,1,No,1,1,0,0,0
39,No,Sales,4,Female,Sales Executive,Married,5736,6,No,10,3,2,1,2
27,No,Research & Development,4,Male,Research Scientist,Married,2226,1,No,6,5,3,1,2
34,No,Research & Development,4,Male,Research Scientist,Married,5747,1,Yes,16,15,10,6,11
28,Yes,Sales,2,Female,Sales Executive,Single,9854,3,Yes,6,2,0,2,2
47,No,Research & Development,4,Male,Research Scientist,Married,5467,8,No,16,8,7,1,7
56,No,Sales,5,Female,Sales Executive,Married,5380,4,No,6,0,0,0,0
39,No,Research & Development,2,Male,Manufacturing Director,Married,5151,1,No,10,10,0,7,9
38,No,Research & Development,3,Female,Research Scientist,Divorced,2133,1,Yes,20,20,11,0,7
58,No,Sales,3,Female,Manager,Married,17875,4,Yes,29,1,0,0,0
32,Yes,Research & Development,2,Female,Research Scientist,Single,2432,3,Yes,8,4,1,0,3
38,No,Research & Development,2,Male,Research Scientist,Divorced,4771,2,No,10,5,2,0,3
49,No,Research & Development,1,Male,Research Director,Married,19161,3,No,28,5,4,4,3
42,No,Sales,4,Male,Sales Executive,Divorced,5087,3,Yes,14,0,0,0,0
27,Yes,Human Resources,3,Female,Human Resources,Married,2863,1,No,1,1,0,0,0
35,No,Sales,4,Male,Sales Executive,Married,5561,0,No,6,5,3,0,4
28,No,Research & Development,3,Male,Research Scientist,Single,2144,1,No,5,5,3,1,4
31,No,Research & Development,2,Male,Research Scientist,Divorced,3065,1,Yes,4,4,2,2,3
36,No,Research & Development,4,Male,Laboratory Technician,Married,2810,1,No,5,5,4,0,2
34,No,Sales,3,Male,Sales Executive,Single,9888,1,No,14,14,8,2,1
34,No,Sales,4,Male,Sales Executive,Divorced,8628,1,No,9,8,7,1,1
26,No,Research & Development,3,Male,Laboratory Technician,Single,2867,0,No,8,7,7,7,6
29,No,Research & Development,3,Male,Healthcare Representative,Married,5373,0,No,6,5,3,0,2
32,No,Research & Development,4,Female,Healthcare Representative,Divorced,6667,5,No,9,5,1,1,2
31,No,Research & Development,3,Male,Research Scientist,Married,5003,1,No,10,10,8,8,7
28,Yes,Research & Development,3,Male,Laboratory Technician,Divorced,2367,5,No,6,4,1,0,3
38,No,Sales,3,Male,Sales Representative,Single,2858,4,No,20,1,0,0,0
35,No,Sales,4,Female,Sales Executive,Married,5204,1,Yes,10,10,8,0,9
27,No,Sales,3,Male,Sales Executive,Single,4105,1,No,7,7,7,0,7
32,No,Research & Development,4,Male,Manufacturing Director,Single,9679,8,No,8,1,0,0,0
31,Yes,Sales,4,Male,Sales Executive,Married,5617,1,Yes,10,10,7,0,8
53,Yes,Sales,4,Male,Sales Executive,Single,10448,6,Yes,15,2,2,2,2
54,No,Research & Development,2,Female,Research Scientist,Married,2897,3,No,9,4,3,2,3
33,No,Research & Development,2,Male,Healthcare Representative,Divorced,5968,1,No,9,9,7,2,8
43,No,Research & Development,3,Male,Healthcare Representative,Married,7510,1,No,10,10,9,0,9
38,No,Human Resources,4,Male,Human Resources,Married,2991,0,Yes,7,6,2,1,2
55,No,Human Resources,4,Male,Manager,Married,19636,4,Yes,35,10,9,1,4
31,No,Research & Development,1,Female,Laboratory Technician,Divorced,1129,1,Yes,1,1,0,0,0
39,No,Sales,4,Male,Sales Executive,Single,13341,0,No,21,20,8,11,10
42,No,Research & Development,2,Male,Research Scientist,Single,4332,1,No,20,20,9,3,7
31,No,Research & Development,3,Female,Research Director,Married,11031,4,No,13,11,7,4,8
54,No,Research & Development,3,Female,Manufacturing Director,Single,4440,6,Yes,9,5,2,1,4
24,No,Research & Development,2,Male,Healthcare Representative,Single,4617,1,No,4,4,3,1,2
23,No,Research & Development,2,Male,Laboratory Technician,Single,2647,1,No,5,5,2,1,4
40,No,Research & Development,3,Female,Laboratory Technician,Married,6323,1,No,10,10,9,9,4
40,No,Sales,2,Female,Sales Executive,Married,5677,3,No,15,11,8,5,10
25,No,Human Resources,3,Female,Human Resources,Married,2187,4,No,6,2,0,1,2
30,No,Research & Development,2,Male,Laboratory Technician,Married,3748,1,No,12,12,8,1,7
25,No,Research & Development,1,Male,Laboratory Technician,Divorced,3977,6,Yes,7,2,2,0,2
47,No,Research & Development,3,Male,Healthcare Representative,Single,8633,2,No,25,17,14,12,11
33,No,Research & Development,2,Male,Laboratory Technician,Divorced,2008,1,No,1,1,1,0,0
38,No,Sales,4,Male,Sales Executive,Married,4440,0,No,16,15,13,5,8
31,No,Sales,2,Male,Sales Representative,Married,3067,0,No,3,2,2,1,2
38,No,Research & Development,4,Male,Manufacturing Director,Married,5321,2,No,10,8,3,7,7
42,No,Research & Development,4,Male,Research Scientist,Divorced,5410,6,Yes,9,4,3,1,2
41,No,Research & Development,3,Male,Research Scientist,Married,2782,3,No,12,5,3,1,0
47,No,Research & Development,1,Female,Research Director,Married,11957,0,No,14,13,8,5,12
35,No,Research & Development,4,Male,Laboratory Technician,Married,2660,7,Yes,5,2,2,2,2
22,No,Research & Development,2,Male,Research Scientist,Single,3375,0,No,4,3,2,1,2
35,No,Research & Development,4,Male,Research Scientist,Single,5098,1,No,10,10,7,0,8
33,No,Research & Development,2,Female,Healthcare Representative,Married,4878,0,Yes,10,9,7,8,1
32,No,Research & Development,4,Female,Laboratory Technician,Single,2837,1,No,6,6,2,4,1
40,No,Research & Development,4,Male,Laboratory Technician,Married,2406,8,No,8,1,0,0,0
32,No,Sales,4,Male,Sales Representative,Married,2269,0,No,3,2,2,2,2
39,No,Research & Development,1,Male,Research Scientist,Single,4108,7,No,18,7,7,1,7
38,No,Research & Development,3,Female,Research Director,Married,13206,3,No,20,18,16,1,11
32,No,Sales,4,Female,Sales Executive,Married,10422,1,No,14,14,10,5,7
37,No,Research & Development,3,Female,Research Director,Married,13744,1,Yes,16,16,11,6,8
25,No,Sales,2,Female,Sales Executive,Divorced,4907,0,Yes,6,5,3,0,4
52,No,Sales,4,Male,Sales Representative,Divorced,3482,2,No,16,9,8,0,0
44,No,Research & Development,3,Male,Research Scientist,Single,2436,6,Yes,6,4,3,1,2
21,No,Sales,1,Male,Sales Representative,Single,2380,1,Yes,2,2,2,1,2
39,No,Research & Development,3,Male,Manager,Single,19431,2,No,21,6,0,1,3
23,Yes,Sales,3,Male,Sales Representative,Married,1790,1,No,1,1,0,1,0
36,No,Sales,3,Female,Sales Executive,Married,7644,0,No,10,9,7,3,4
36,No,Research & Development,2,Female,Manufacturing Director,Divorced,5131,7,No,18,4,2,0,2
56,No,Research & Development,4,Male,Healthcare Representative,Divorced,6306,1,No,13,13,12,1,9
29,Yes,Research & Development,4,Male,Research Scientist,Married,4787,9,Yes,4,2,2,2,2
42,No,Research & Development,3,Male,Manager,Married,18880,5,No,24,22,6,4,14
56,Yes,Research & Development,2,Male,Laboratory Technician,Married,2339,8,No,14,10,9,9,8
41,No,Research & Development,4,Female,Manufacturing Director,Married,13570,0,No,21,20,7,0,10
34,No,Sales,3,Female,Sales Executive,Married,6712,1,No,8,8,7,1,7
36,No,Sales,4,Male,Sales Executive,Divorced,5406,1,No,15,15,12,11,11
41,No,Sales,3,Male,Sales Executive,Divorced,8938,2,No,14,5,4,0,4
32,No,Research & Development,3,Male,Research Scientist,Single,2439,1,No,4,4,2,1,2
35,No,Human Resources,4,Female,Human Resources,Single,8837,1,Yes,9,9,0,1,7
38,No,Sales,2,Female,Sales Executive,Married,5343,1,No,10,10,7,1,9
50,Yes,Sales,4,Male,Sales Executive,Divorced,6728,7,No,12,6,3,0,1
36,No,Sales,4,Female,Sales Executive,Married,6652,4,No,8,6,3,0,0
45,No,Sales,3,Female,Sales Executive,Single,4850,8,No,8,5,3,0,1
40,No,Research & Development,4,Male,Research Scientist,Single,2809,2,No,8,2,2,2,2
35,No,Research & Development,4,Male,Healthcare Representative,Married,5689,1,Yes,10,10,2,0,2
40,No,Research & Development,4,Female,Research Scientist,Married,2001,2,No,20,5,3,0,2
35,No,Research & Development,4,Female,Research Scientist,Married,2977,1,No,4,4,3,1,1
29,No,Research & Development,2,Male,Laboratory Technician,Married,4025,4,Yes,10,4,3,0,3
29,No,Research & Development,4,Female,Research Scientist,Single,3785,1,No,5,5,4,0,4
50,Yes,Sales,3,Male,Sales Executive,Divorced,10854,4,Yes,20,3,2,2,0
39,No,Sales,1,Female,Sales Executive,Married,12031,0,No,21,20,9,9,6
31,No,Research & Development,3,Male,Manufacturing Director,Single,9936,0,No,10,9,4,1,7
26,No,Sales,3,Female,Sales Representative,Single,2966,0,No,5,4,2,0,0
36,No,Research & Development,2,Male,Laboratory Technician,Married,2571,4,No,17,5,2,0,3
39,No,Research & Development,1,Male,Healthcare Representative,Married,9991,4,No,9,7,7,1,7
27,No,Research & Development,3,Male,Manufacturing Director,Married,6142,1,Yes,6,6,2,0,3
49,No,Sales,3,Male,Sales Executive,Married,5390,2,No,17,9,6,0,8
34,No,Research & Development,3,Male,Laboratory Technician,Married,4404,2,No,6,4,3,1,2
